nppes_provider_city,counts,nppes_provider_zip5,total_claim_count,brand_claim_count,generic_claim_count,brand_drug_cost,generic_drug_cost,total_drug_cost,total_30_day_fill_count,total_day_supply,bene_count,brand_percent_spending,Index
SABANA SECA,1,952.0,280,16.0,264.0,1317.19,3634.87,4952.06,282.0,4094,179.0,0.2659882957799381,208
LAPWAI,8,668320.0,3429,156.0,3042.0,28535.38,78537.85,198512.08000000002,3606.8,96070,366.0,0.2665034014571149,209
DULTUH,1,55805.0,295,16.0,279.0,3687.42,10116.81,13804.23,304.8,5397,155.0,0.2671224689823337,210
CAPE MAY,20,164080.0,6062,204.0,4771.0,26083.96,71290.18,253930.74000000005,7605.7,139023,2702.0,0.26787358532768557,211
MALIBU,36,3249536.0,25208,899.0,20790.0,282048.37000000005,770663.9699999999,2084305.8699999999,37721.9,1067868,2223.0,0.2679253954598842,212
CORRALES,5,435240.0,5989,230.0,5051.0,46317.09,126231.09000000001,295156.42000000004,9839.0,281240,427.0,0.26842989592819816,213
BARLETT,1,38133.0,234,21.0,213.0,1022.64,2770.23,3792.87,249.3,3206,140.0,0.2696216848982433,214
WEST BLOOMFIELD TOWSHIP,1,48323.0,215,15.0,200.0,1493.09,4019.96,5513.05,216.8,3507,92.0,0.27082830737976255,215
ZEPHRYHILLS,1,33542.0,488,73.0,415.0,10945.74,29457.44,40403.18,572.5,13390,259.0,0.2709128340888019,216
ISLAMORADA,5,165180.0,3068,110.0,2454.0,23921.02,64283.31999999999,150982.34,3837.1,95587,215.0,0.2712000339212334,217
HOLLIDAY,1,76366.0,195,12.0,183.0,537.88,1444.24,1982.12,195.5,1574,142.0,0.27136601214860856,218
DAVIDSONVILLE,11,231385.0,743,63.0,424.0,2305.38,6189.92,22722.07,814.2,10930,493.0,0.27137122879709963,219
FAMINGTON HILLS,2,96668.0,4519,248.0,3668.0,31933.24,85317.62000000001,374434.56,9034.599999999999,259830,781.0,0.2723497294604065,220
DRIPPING SPRING,1,78620.0,128,16.0,112.0,1178.59,3148.32,4326.91,128.2,1684,94.0,0.27238606765567114,221
FORT RUCKER,9,327258.0,1569,58.0,1312.0,5420.84,14453.970000000001,32183.51,1717.3,24877,833.0,0.2727492740811107,222
WILKES-BARRE TWP.,1,18702.0,109,14.0,95.0,607.2,1614.79,2221.99,109.0,1048,88.0,0.273268556564161,223
TALKEETNA,6,598056.0,3918,129.0,3220.0,22438.49,59506.380000000005,227804.52999999997,6458.6,177218,310.0,0.2738242186484645,224
ACCORD,1,12404.0,129,15.0,114.0,1502.28,3982.05,5484.33,154.5,3625,30.0,0.27392224756715955,225
PARKSBURG,1,19365.0,189,16.0,173.0,1786.24,4725.38,6511.62,283.2,5564,111.0,0.2743157616691392,226
LOSANGELES,4,360236.0,744,13.0,558.0,4092.53,10805.66,42682.21,999.7,22629,306.0,0.2746998125275621,227
ENCINTAS,1,92024.0,350,22.0,328.0,7051.74,18550.92,25602.66,377.3,7005,162.0,0.27542997485417536,228
STONEBORO,1,16153.0,81,37.0,44.0,239.22,627.05,866.27,81.0,1038,62.0,0.2761494684105418,229
PLAYA VISTA,8,720752.0,2125,174.0,1792.0,9626.71,25225.480000000003,64249.04,2448.2,42060,1080.0,0.27621535404231407,230
SPRING HOUSE,13,252726.0,8825,317.0,7919.0,116631.53,305358.45999999996,632634.7400000001,10157.0,285698,1287.0,0.27638458912259983,231
ISLE OF PALMS,5,147255.0,958,16.0,657.0,2370.85,6162.33,15383.990000000002,1038.4,13124,438.0,0.27783897679411423,232
BO SAN ANTON CAROLINA,1,987.0,144,23.0,121.0,769.88,1991.56,2761.44,200.0,5559,32.0,0.2787965699055565,233
OPELKA,1,36801.0,146,19.0,127.0,1468.09,3785.18,5253.27,177.0,3159,39.0,0.2794621254951678,234
SHELBY TWP.,2,96632.0,488,67.0,409.0,6046.65,15579.53,21690.57,529.8,12027,197.0,0.2795986161217561,235
SOUTH DARTMOUTH,3,8244.0,247,22.0,126.0,2496.35,6426.76,9547.72,249.1,3735,146.0,0.2797623250189676,236
MOUNTAIN HOUSE,5,476955.0,1697,91.0,1546.0,6052.09,15530.09,86420.3,1735.0,20098,781.0,0.2804206989284678,237
GLENSHAW,10,151160.0,1787,34.0,1204.0,13053.06,33453.3,71063.71,2224.7,48792,639.0,0.28067257897629483,238
STEVENSON RANCH,4,365524.0,322,15.0,197.0,878.65,2243.13,5645.89,332.1,3657,197.0,0.28145801433797385,239
FT STEWART,10,313141.0,742,34.0,404.0,1482.1100000000001,3778.11,13668.19,950.6999999999999,15243,381.0,0.2817581774146329,240
ALLARDT,1,38504.0,164,20.0,144.0,460.69,1169.32,1630.01,164.0,1144,132.0,0.28263016791308027,241
MARTELL,2,191308.0,409,81.0,300.0,3998.64,10135.7,23329.309999999998,611.3,16361,150.0,0.28290249137915174,242
LIZTON,4,184596.0,6860,202.0,5565.0,55387.96,139198.05,492718.6099999999,12278.800000000001,355391,474.0,0.28464512942117476,243
SAN BRUNO,36,3386376.0,6303,594.0,4955.0,80702.97,202545.53000000003,406583.23000000004,10054.199999999999,263919,1448.0,0.28491931996109426,244
AVILA BEACH,4,373696.0,1544,178.0,1321.0,18749.34,47038.89000000001,67233.15999999999,2262.7,64117,162.0,0.2849953555522013,245
JEFFERSON CTY,3,195319.0,836,55.0,781.0,2973.64,7447.63,10421.27,855.0,8079,523.0,0.285343341070714,246
WEST COXSACKIE,26,316992.0,4715,426.0,3824.0,26958.760000000002,67430.62999999999,156073.48,5488.900000000001,92491,2982.0,0.285612185861144,247
BLUE MOUNTAIN,2,77220.0,3490,109.0,3076.0,21880.79,54547.29,129933.85,6127.700000000001,171682,328.0,0.2862925511147212,248
WAPPINGERS FALLLS,1,12601.0,316,50.0,266.0,1513.16,3770.53,5283.69,320.0,2955,197.0,0.28638319053540234,249
KATHLEEN,4,124188.0,582,47.0,454.0,2602.04,6481.179999999999,14277.0,603.0,9782,257.0,0.2864666935293872,250
NORTH BERGAN,1,7047.0,216,21.0,195.0,750.33,1866.29,2616.62,216.1,1615,152.0,0.28675543258096325,251
SPARTANGBURG,1,29307.0,739,50.0,689.0,2212.29,5490.93,7703.22,744.5,7719,290.0,0.28719029185197875,252
INTERLOCHEN,5,248215.0,1812,43.0,1446.0,9058.55,22466.82,81674.97,2821.0,71635,611.0,0.2873415918671216,253
BAYSHORE,12,140472.0,4167,165.0,3201.0,42547.86,105406.24,315878.36000000004,8160.0,231015,997.0,0.28757472756753616,254
TOLONO,2,123760.0,204,20.0,184.0,648.1,1602.35,2250.4500000000003,209.0,2153,147.0,0.2879868470750295,255
COCONUT GROVE,16,530128.0,7009,166.0,5358.0,43035.06,105968.9,474772.79,8188.1,216154,1396.0,0.2888182300658318,256
N. BELLMORE,2,23420.0,226,12.0,214.0,1856.38,4551.07,6407.45,247.2,6358,42.0,0.28972212034428674,257
CARSONVILLE,1,48419.0,881,104.0,777.0,15514.62,38014.03,53528.65,1572.7,43244,70.0,0.2898376850527708,258
LENNON,1,48449.0,105,13.0,92.0,358.86,876.67,1235.53,113.7,1998,42.0,0.29045025211852404,259
OYSTER BAY,11,129481.0,5449,194.0,4389.0,47719.24,116152.74,395246.6,8758.9,239919,1102.0,0.2911982878341983,260
ZEPHYR COVE,11,983928.0,936,41.0,307.0,1917.87,4663.06,14991.569999999998,970.8000000000001,12197,368.0,0.29142841513281553,261
WATCHING,1,7069.0,1521,90.0,1431.0,20934.09,50179.82,71113.91,2240.0,66375,70.0,0.29437405424620866,262
WATTSBURG,1,16442.0,271,26.0,245.0,1269.02,3021.25,4290.27,271.0,2932,42.0,0.2957902416398035,263
PINEY FLATS,8,301488.0,2930,161.0,2543.0,14981.09,35579.49,53592.280000000006,3086.2,33764,1658.0,0.29629980510508386,264
SEDAN,6,404166.0,8267,346.0,6827.0,51151.5,121451.46000000002,375632.65,10643.4,296999,942.0,0.29635355036785,265
ALBUQ,2,174220.0,131,13.0,19.0,228.61,542.74,2349.72,144.0,1754,60.0,0.2963764827899138,266
HAVERHILLL,1,3878.0,97,14.0,83.0,1005.27,2383.51,3388.78,105.0,1327,66.0,0.29664658077538225,267
VAN ETTEN,1,14889.0,288,34.0,254.0,1096.21,2597.5,3693.71,288.6,3365,185.0,0.29677749471398673,268
SAUTEE NACOOCHEE,4,122284.0,991,21.0,770.0,3457.55,8184.16,19112.92,1031.5,12948,496.0,0.296996747041457,269
DODSON,1,71422.0,819,116.0,703.0,7512.3,17744.72,25257.02,899.3,23921,43.0,0.2974341391027128,270
ATANTA,1,30341.0,1040,51.0,972.0,14003.17,33026.15,47548.47,1151.6,28751,299.0,0.29775403939499867,271
N. LAS VEGAS,2,178114.0,268,19.0,249.0,595.2,1400.8700000000001,1996.0700000000002,268.0,1856,197.0,0.29818593536298826,272
PURYEAR,1,38251.0,289,32.0,257.0,1556.44,3649.12,5205.56,307.0,4883,145.0,0.29899568922459835,273
SAUNDERSTOWN,1,2874.0,2838,86.0,2752.0,21518.35,50103.28,71621.63,3476.1,103426,180.0,0.30044485164607393,274
WELDON SPRING,5,316520.0,1367,34.0,1134.0,9632.96,22409.56,65933.81,1900.3,50409,416.0,0.3006305371737304,275
HALESITE,2,23486.0,703,12.0,549.0,6105.49,14195.94,62897.020000000004,1444.5,40231,170.0,0.300741868922534,276
ROBINS AIR FORCE BASE,1,31098.0,342,26.0,316.0,932.35,2161.09,3093.44,342.1,3569,218.0,0.30139585703941246,277
BELLE ISLE,3,98430.0,647,115.0,498.0,6968.42,16036.85,23797.879999999997,698.3,17476,291.0,0.30290537776778975,278
TAMC,13,1259167.0,6392,153.0,5261.0,91300.53,205765.87,1169545.9899999998,8291.8,228660,961.0,0.3073404801081509,279
ALCESTER,2,114002.0,1160,24.0,992.0,5901.68,13254.27,37444.76,1658.9,47017,184.0,0.3080859993892237,280
HURLBURT FIELD,9,292896.0,954,28.0,661.0,3311.3599999999997,7431.370000000001,27265.57,1207.3,21260,515.0,0.3082419459485624,281
PINE ISLAND,5,279815.0,4077,131.0,3471.0,36401.19,81033.67,240713.68,8804.5,254361,459.0,0.3099692033523947,282
ANGELUS OAKS,1,92305.0,245,22.0,223.0,1156.95,2537.3,3694.25,249.3,2618,170.0,0.3131758814373689,283
PEACH TREE CITY,1,30269.0,308,47.0,261.0,1585.08,3471.23,5056.31,337.1,4015,223.0,0.3134855260061191,284
BEE CAVE,20,1574760.0,7161,301.0,5878.0,104152.7,227866.20999999996,499117.07,12648.899999999998,352465,1202.0,0.31369508441552324,285
LORENA,3,229965.0,909,31.0,821.0,6027.51,13170.369999999999,30443.58,1141.5,25160,271.0,0.31396747974255496,286
SOUTH PADRE ISLAND,6,471582.0,495,18.0,320.0,3605.52,7824.110000000001,18806.78,545.2,12199,181.0,0.3154537810935262,287
PLEASANT HILLS,7,106551.0,761,52.0,506.0,3628.66,7870.780000000001,15861.42,779.0,8286,526.0,0.3155510181365353,288
GLENELG,3,65211.0,1038,52.0,956.0,15653.81,33889.8,53380.67,1143.7,33432,53.0,0.31596022171174043,289
JENKINS TOWNSHIP,1,18640.0,370,18.0,352.0,2039.01,4413.53,6452.54,393.4,8833,155.0,0.3160011406360906,290
CHATT,6,224508.0,2705,197.0,2095.0,35566.22,76700.23999999999,244249.36,4083.9000000000005,103797,844.0,0.3168018302171459,291
DUNSMUIR,4,384100.0,292,17.0,222.0,1116.67,2403.81,10103.429999999998,358.59999999999997,5601,180.0,0.317192541926101,292
SOUTH WAVERLY,1,18840.0,1623,49.0,1574.0,22520.87,48304.72,70825.59,2063.0,61447,78.0,0.3179764545554792,293
BLAUVELT,5,54565.0,561,26.0,423.0,14792.28,31594.82,54395.91,754.0,16211,184.0,0.3188877942358975,294
MINOT AFB,6,352228.0,909,39.0,567.0,4298.4,9164.59,70814.88,1105.8,26769,263.0,0.3192752872875936,295
PRIEST RIVER,4,335424.0,390,14.0,260.0,2606.29,5545.79,27890.9,795.2,22197,123.0,0.31970858970962013,296
SHANNON,1,38868.0,611,65.0,546.0,7426.75,15626.18,23052.93,1225.4,33154,65.0,0.3221607839003545,297
GRANDIN,3,96414.0,504,11.0,386.0,2818.68,5925.93,24355.95,757.0,19816,84.0,0.32233341452620523,298
CARLISLE BARRACKS,1,17013.0,157,13.0,144.0,1481.65,3114.3,4595.95,321.0,8973,19.0,0.32238166211555824,299
LAGUNA,2,185302.0,412,33.0,301.0,1948.59,4078.38,6656.34,413.0,4236,273.0,0.323311713846261,300
UPPER ST CLAIR,5,76205.0,1392,115.0,1277.0,42926.38,89716.34,132642.72,1440.9,23545,564.0,0.32362409335393605,301
JONESTOWN,4,129759.0,523,20.0,389.0,4741.24,9888.35,15135.19,662.2,12457,183.0,0.32408563739653673,302
"FOREST HILLS, PITTSBURGH",1,15221.0,288,37.0,251.0,4522.57,9342.61,13865.18,299.3,5172,105.0,0.3261818454574697,303
COXSACKIE,4,48204.0,357,22.0,221.0,2001.92,4131.76,11184.960000000001,385.6,7013,148.0,0.32638155234704125,304
MORRISTON,1,32668.0,200,12.0,188.0,806.79,1664.45,2471.24,202.3,1851,131.0,0.32647173079101993,305
SUGAR GROVE,16,907261.0,5104,132.0,3911.0,41212.7,84863.46,270730.49000000005,7673.300000000001,198575,1065.0,0.32688733540107817,306
SOUTH RIVER,14,124348.0,11159,590.0,8703.0,157869.03,324183.11,1557368.4600000002,21703.299999999996,623986,1553.0,0.3274936814926286,307
EMERALD ISLE,3,85781.0,684,49.0,574.0,4989.16,10065.08,30019.579999999998,717.3,13751,318.0,0.3314122798626832,308
HAMPTONVILLE,1,27020.0,243,28.0,215.0,1942.31,3864.01,5806.32,243.4,2406,175.0,0.33451652681905236,309
WOODBURY HTS,1,8097.0,134,21.0,113.0,4941.09,9801.31,14742.4,202.3,5084,61.0,0.33516184610375516,310
NORTHBORO,4,6128.0,1142,17.0,1044.0,10649.69,21098.48,33565.5,1324.0,24288,277.0,0.3354426412608979,311
MONTAUK,5,59770.0,3384,124.0,2660.0,45204.71,89168.54000000001,283286.86999999994,6581.0,186112,686.0,0.3364115253594,312
CEDARHUSRT,1,11516.0,203,16.0,187.0,5536.83,10916.43,16453.26,207.0,4432,86.0,0.33651872030223795,313
MECHANICSVILL,1,23116.0,304,26.0,278.0,1674.45,3299.74,4974.19,318.0,3385,194.0,0.33662767204308647,314
FT HUACHUCA,2,171226.0,160,16.0,112.0,601.31,1178.45,3066.73,383.0,10770,34.0,0.3378601609205735,315
HACKENSCK,1,7601.0,114,19.0,95.0,1788.92,3497.5,5286.42,258.0,7019,24.0,0.33839914346571026,316
KILDEER,3,180104.0,13742,920.0,12811.0,392380.78,765624.45,1158775.1500000001,15071.1,426252,761.0,0.33884197569643104,317
JBSA RANDOLPH,3,234450.0,1361,68.0,1048.0,13524.78,26124.559999999998,120902.41,2559.5,72241,295.0,0.34110983940716294,318
AIRWAY HEIGHTS,3,297221.0,273,12.0,213.0,1551.04,2994.35,5354.95,273.5,2288,206.0,0.3412336455177664,319
NORTH POTOMAC,10,208780.0,5297,335.0,4313.0,81353.06,157014.43,444703.81999999995,10709.1,311063,473.0,0.3412925982481923,320
OCEAN PINES,3,65433.0,829,48.0,526.0,34138.53,65867.24,101374.92,903.3,17483,322.0,0.34136560320469506,321
SALT LAKE,1,84117.0,510,25.0,485.0,11184.58,21548.64,32733.22,544.6,11128,289.0,0.3416889630778762,322
DOBSON,9,243153.0,9234,392.0,7082.0,104778.78,201492.22,794235.6,11564.1,320264,751.0,0.3421113327739159,323
PORT MOLLER,1,99571.0,95,19.0,76.0,533.32,1025.11,1558.43,106.5,1589,78.0,0.34221620477018544,324
TABOR,2,103306.0,561,24.0,480.0,2965.78,5680.04,14744.91,857.4,23058,92.0,0.34303050491451365,325
TREASURE ISLAND,5,168530.0,1760,45.0,1342.0,16108.51,30668.53,122369.38,2159.0,53759,416.0,0.34436787791617424,326
ADELPHI,6,124698.0,543,11.0,464.0,6930.2,13181.11,42856.990000000005,880.3,24196,88.0,0.3445921722652577,327
MANHASETT,1,11030.0,251,39.0,212.0,1703.52,3231.76,4935.28,253.3,2684,198.0,0.34517190514013385,328
STOVALL,2,55164.0,1812,75.0,1462.0,12650.55,23969.89,133555.25,2743.7,74150,312.0,0.34545051889054307,329
MIDLAD,1,79701.0,235,11.0,224.0,918.13,1732.39,2650.52,235.0,1764,147.0,0.34639617886301555,330
FT. THOMAS,3,123225.0,857,36.0,721.0,6028.97,11370.310000000001,33259.63,903.4,16841,382.0,0.34650686695081634,331
RIDGELY,4,152320.0,3955,429.0,3259.0,47543.079999999994,89359.33,196780.96000000002,4702.200000000001,129704,333.0,0.3472771589630891,332
N SMITHFIELD,1,2896.0,162,15.0,147.0,1080.64,2028.46,3109.1,174.0,2007,106.0,0.3475732527097874,333
LAGUNA WOODS,34,3149658.0,16778,1055.0,12465.0,219498.40999999997,408872.08,1660088.0699999998,28654.100000000002,773834,3917.0,0.34931368276062735,334
WILKES ABRRE,1,18702.0,103,17.0,86.0,711.41,1324.51,2035.92,120.1,1967,60.0,0.3494292506581791,335
CREEDMORE,1,27522.0,77,11.0,66.0,369.14,686.84,1055.98,77.1,676,54.0,0.34957101460254925,336
OLMSTED TWP,4,176552.0,2797,106.0,2458.0,26634.37,49469.93,123806.16999999998,3921.7,104852,453.0,0.3499719463946189,337
INGLIS,2,68898.0,585,76.0,494.0,3255.2,5983.23,11642.67,605.3,6246,407.0,0.35235424200865295,338
LINDSTROM,2,110090.0,347,33.0,266.0,1949.97,3582.31,5775.24,497.5,10487,164.0,0.35247131381636504,339
TRAVESE CITY,1,49684.0,98,16.0,82.0,955.34,1752.07,2707.41,118.6,2411,54.0,0.35286122161032135,340
COQUAS,1,725.0,14440,712.0,13728.0,115755.89,212219.67,327975.56,14728.0,439579,706.0,0.3529405971591298,341
PARK HILLS,6,359016.0,12844,341.0,11935.0,164180.85,300871.74,546675.98,14157.3,410024,736.0,0.35303716940916297,342
INCLINE VILLAGE,16,1431216.0,10980,392.0,8388.0,155019.25,282208.07,1439966.54,19746.499999999996,560177,1309.0,0.35455069459063077,343
E NORTHPORT,1,11731.0,193,31.0,162.0,8172.45,14867.33,23039.78,217.0,5299,63.0,0.35471041824184085,344
WARRIOR RUN,1,18706.0,66,11.0,55.0,284.1,516.65,800.75,66.0,581,53.0,0.35479238214174214,345
DALE,6,285138.0,10208,615.0,8096.0,106572.62999999999,193573.16,441284.99,12942.900000000001,314697,920.0,0.35506954803530644,346
DOVER AFB,7,139313.0,1026,18.0,700.0,4409.31,8002.5599999999995,46222.219999999994,1208.0,20673,533.0,0.3552494507274086,347
SO. PORTLAND,3,12313.0,5653,278.0,4835.0,85975.56,155925.55,379593.84,12521.100000000002,362791,544.0,0.3554161450520008,348
S. ABINGTON TWP,1,18411.0,112,25.0,87.0,369.5,667.88,1037.38,112.0,2496,22.0,0.3561857757041778,349
PORT ST LUCIE BLVD,1,34951.0,288,40.0,248.0,2127.87,3845.87,5973.74,372.0,6839,158.0,0.3562039861125526,350
VANSANT,3,73968.0,1330,49.0,1168.0,8794.89,15885.59,30579.16,1408.8,19076,602.0,0.3563500385729937,351
HBG,1,17112.0,328,23.0,305.0,5878.59,10532.58,16411.17,435.2,12992,40.0,0.3582066360899315,352
WINNABOW,1,28479.0,174,25.0,149.0,1206.19,2153.97,3360.16,180.0,2427,132.0,0.35896802533212707,353
SSTATEN ISLAND,1,10310.0,1646,136.0,1510.0,41958.8,74900.34,116859.14,2013.0,59449,94.0,0.35905449928863076,354
ALEXANDER,4,172014.0,1295,64.0,1087.0,8351.66,14881.9,80107.83,1574.8000000000002,31364,533.0,0.35946535959190073,355
HOLUALOA,2,193450.0,530,35.0,473.0,16951.85,30126.38,52632.69,895.5,26326,102.0,0.3600783207015217,356
POLK,4,65368.0,22515,2672.0,17769.0,493640.28,874293.2699999999,1673534.73,22974.6,549968,476.0,0.36086568678719816,357
WATERMAN,2,121112.0,376,37.0,297.0,3151.74,5563.38,9821.970000000001,584.0,15420,105.0,0.36164045933963046,358
WASHINGTON CH,6,258960.0,4543,245.0,3307.0,32703.47,57468.43,129190.05,7847.799999999999,196735,872.0,0.36267917167099734,359
SINCLAIRVILLE,1,14782.0,253,14.0,239.0,1424.24,2496.27,3920.51,253.7,2137,161.0,0.36327926723819093,360
LANEVILLE,1,75667.0,389,34.0,355.0,2026.07,3538.1,5564.17,392.8,4182,256.0,0.36412798314932865,361
VICTORY,1,5858.0,133,14.0,119.0,2102.57,3651.06,5753.63,133.0,1598,72.0,0.3654336479752782,362
VAUXHALL,10,70880.0,8747,530.0,7029.0,112737.27,195561.9,922830.0,12312.199999999999,342255,1214.0,0.36567490596877056,363
BLACK HAWK,4,321688.0,3883,243.0,3007.0,45587.46,79064.51,291728.27,4266.700000000001,106579,571.0,0.3657179264796216,364
N FALMOUTH,4,10224.0,3104,270.0,2465.0,34238.47,58989.71,132170.11,5143.8,137524,433.0,0.3672545146757129,365
FAIRCHANCE,2,30872.0,497,39.0,352.0,2606.17,4485.96,7876.52,497.9,5111,319.0,0.36747352346897194,366
BERTRAND,1,68927.0,477,96.0,370.0,21999.62,37619.47,60244.03,550.0,15148,22.0,0.3690029485522171,367
WETUMKA,6,449298.0,5991,280.0,4762.0,41216.64,70325.12999999999,285836.8,8139.0,226253,878.0,0.3695175358970904,368
MERKEL,5,397680.0,7718,445.0,6088.0,117123.51,199369.28,516591.13999999996,10800.4,295125,621.0,0.3700669136886183,369
ROWLEY,7,13783.0,2906,230.0,2277.0,39793.0,67732.06000000001,164426.9,5030.1,139982,372.0,0.37008116991518064,370
SLATER,3,180942.0,4741,532.0,4121.0,59778.53,101702.82,164948.30999999997,5573.8,147247,293.0,0.3701884459103172,371
GRENNBRAE,1,94904.0,55,16.0,39.0,2241.45,3799.95,6041.4,83.8,2440,26.0,0.3710149965239845,372
THEODOSIA,1,65761.0,485,34.0,451.0,4198.02,7112.67,11310.69,736.7,19910,97.0,0.37115507541980197,373
SAUCIER,2,79148.0,571,31.0,475.0,3454.72,5844.52,12931.8,587.8,9510,281.0,0.3715056284169459,374
LINESVILLE,5,82120.0,2019,43.0,1711.0,19681.27,33233.74,113321.31,3146.5,87603,387.0,0.37194115620501633,375
FT. HOOD,9,688896.0,834,37.0,616.0,5990.11,10089.080000000002,23957.100000000002,926.8000000000001,19196,254.0,0.3725380445159239,376
LONS ANGELES,1,90033.0,431,43.0,388.0,1644.91,2767.57,4412.48,434.2,3500,262.0,0.3727858256581333,377
VOORHEES TOWNSHIP,2,16086.0,245,47.0,157.0,2626.48,4406.06,7413.8099999999995,274.4,6026,93.0,0.37347530195349044,378
MOUNTAIN LAKE,4,175523.0,11312,750.0,9422.0,133681.75,223954.34000000003,667345.4299999999,23043.699999999997,675363,1322.0,0.37379267288153156,379
MONTGOMERYVILLE,14,265104.0,4971,193.0,4219.0,48984.37999999999,81937.47,196009.41999999998,6050.299999999999,141468,1568.0,0.37414976949989626,380
GRAND TERRACE,14,1292382.0,4311,135.0,3617.0,57293.880000000005,95732.84000000001,231534.28999999998,5075.3,129382,969.0,0.37440441773828775,381
SNELLVILEL,1,30278.0,394,26.0,368.0,1588.01,2645.8,4233.81,396.7,3259,286.0,0.3750782392218828,382
NORTH SAINT PAUL,6,330654.0,2839,149.0,2310.0,29036.22,48360.280000000006,137519.35,4844.2,127575,769.0,0.375161925926883,383
HATO RYE,1,918.0,19299,2167.0,17115.0,295962.29,487289.7,783960.9,21541.7,642610,1003.0,0.3778634383041912,384
SCOTCH PLAINS,36,254736.0,33269,1582.0,26843.0,481291.64,791580.33,2263746.6,52405.3,1419194,3153.0,0.37811472900923415,385
YOUNGTOWN,5,426815.0,3843,531.0,3157.0,96693.29,158431.29,257135.35,5450.400000000001,145426,392.0,0.3790042104135948,386
LAWRENCE TOWNSHIP,1,8648.0,469,67.0,388.0,8630.33,14093.09,23105.14,657.0,16573,107.0,0.3797989035101231,387
CLAUDE,2,158038.0,7767,633.0,6288.0,78318.98,127731.34,342165.33999999997,9532.9,257516,374.0,0.3800963764579448,388
ERDENHEIM,9,171342.0,2653,92.0,2274.0,40902.86,66701.08,167542.29000000004,2992.1,84227,320.0,0.38012418504378187,389
EAST ST LOUIS,5,311005.0,2310,117.0,1997.0,49412.060000000005,80532.93000000001,134920.21,2384.4,47694,449.0,0.38025367503587476,390
SAN BARNARDINO,1,92404.0,373,31.0,342.0,5478.72,8903.42,14382.14,450.5,11217,88.0,0.38093913701298976,391
ALB,1,87102.0,161,43.0,118.0,13922.71,22513.44,36436.15,345.2,9718,74.0,0.38211254482155776,392
CIBOLO,7,546756.0,721,73.0,543.0,4691.56,7551.59,17138.260000000002,766.2,10974,424.0,0.38319876829084015,393
HAWORTH,12,158791.0,17480,1076.0,13610.0,320955.73,514055.76,3111824.83,20174.600000000002,531375,1266.0,0.3843728306061992,394
BREINIGSVILLE,3,54093.0,764,13.0,141.0,1008.86,1613.82,5647.41,765.1,5742,407.0,0.3846675919288667,395
ISLA VERDE,2,1958.0,189,25.0,132.0,2424.68,3861.49,6485.03,229.0,5804,31.0,0.38571658100242273,396
LEBO,3,200568.0,4655,241.0,4019.0,45504.06,71673.52,188682.27000000002,8300.1,236436,433.0,0.3883341847476283,397
